AIR_FLOW,CEXREAL,NE,PIM,QFIN,THA,THW,soot
205.7009783,13.59395981,1667.140042,126.8235931,33.92970726,40.3486824,82.59686279,4.135414735
204.9745641,13.57135773,1668.43723,126.7429428,33.81012108,40.32126999,82.69422913,4.158766925
205.4305637,13.6844101,1674.108015,126.7767757,33.87379623,40.319664,82.75682831,4.320731359
206.0908781,13.57459867,1671.52667,126.9088291,33.97160601,40.31870651,82.80763245,4.21096756
205.6803515,13.62758255,1667.084822,126.8235958,32.50806808,40.36765691,82.92205031,4.561794653
196.7089977,14.27201653,1649.83327,124.0081664,1.369747113,40.44538498,83.02238464,4.351258716
182.0128774,22.59785377,1625.922808,111.5704911,-20,40.3940239,83.10609436,4.137334452
174.7885437,23.21999931,1611.460977,109.2740637,-20,40.40341568,83.14440918,3.490368619
172.5093413,23.21999931,1582.103103,108.5960236,-13.13980922,40.46510696,83.14486694,0.569037588
163.1575519,23.21999931,1575.926145,108.9064865,8.365464721,40.4861412,83.14767456,0.203770511
180.1474304,15.6844883,1578.223068,114.9936307,40.85504405,40.56575775,83.14772034,0.172334748
227.2230232,10.5932703,1596.789555,132.348302,48.85082856,40.64323044,83.1062851,0.28719105
224.9483185,12.53782463,1594.788927,135.555647,43.27136356,40.25489807,83.05093384,5.383915791
230.2558899,12.11044239,1612.221702,137.3075312,45.12590851,39.86458969,82.88963318,10.11977414
231.7961607,11.99448927,1615.629171,138.1992645,43.57377796,39.58175659,82.80091858,5.165866559
223.4152172,12.77516823,1630.603704,135.3727739,41.07220155,39.36912839,82.7235072,5.853762665
222.3266659,12.66098595,1630.740215,134.2264562,42.03667591,39.21263504,82.63220978,5.538742281
223.2628996,12.39913715,1644.76213,134.5903082,41.77298848,39.08192825,82.54983521,4.638467569
228.0164764,12.29335785,1654.913133,135.3944319,43.74126961,39.01651764,82.51467896,5.467193772
230.127182,12.18481707,1656.454051,136.9068361,42.12551936,39.0511322,82.48373413,5.770967401
223.6947846,12.39236069,1667.960253,135.3698691,38.35219522,39.12541414,82.47540457,5.953263109
216.6646986,13.0049004,1673.290039,132.3934937,37.93922043,39.20051575,82.46231079,5.6059
216.6955044,13.00163903,1673.969968,131.5382331,37.95489192,39.21754456,82.47283936,4.981651239
216.6408384,13.10437247,1680.29427,131.2292175,36.43850402,39.25196457,82.48622894,4.775069604
211.5435145,13.27843905,1687.860679,129.8215261,35.79164669,39.36138535,82.53965759,4.899115415
221.8262366,12.75083542,1694.807764,130.9371455,41.09202299,39.49456787,82.58334351,4.897135303
232.8604885,12.01010894,1700.700153,136.4819,43.16570697,39.52957916,82.64178467,4.553048961
237.9506226,12.3488061,1706.265907,138.6214608,43.2929522,39.53417969,82.71460724,5.423515032
240.3552783,12.32077626,1716.574955,139.5549915,43.30482836,39.47801971,82.76029968,6.814212708
242.7840904,12.43719196,1726.043349,140.2638855,44.82929815,39.43114471,82.89232635,5.401544841
247.6851647,12.23090162,1738.746092,141.7805244,44.90598986,39.42626953,82.95601654,5.367445523
243.6520052,12.69543838,1747.661437,140.8227234,42.35608563,39.43627962,83.03292649,5.174037432
235.3486542,13.34610176,1751.065203,137.915556,38.54072258,39.40763855,83.09104919,5.843396694
220.7596256,13.57135773,1680.950772,130.2659192,-12.46191291,39.40978241,83.09479523,4.896812659
194.3976518,22.92700768,1702.832603,113.6503447,-20,39.44405365,83.21646881,4.31332261
185.6801758,23.21999931,1679.407927,110.2880707,-20,39.58432007,83.25022888,2.936847585
162.0132682,23.21999931,1469.338607,109.4017271,-20,39.74657877,83.3047954,0.488823802
152.4919273,23.21999931,1414.755853,107.7822313,-20,39.88834381,83.33421326,0.263595922
142.3476274,23.21999931,1313.62362,106.9923182,-20,40.09042358,83.32322693,0.242100984
132.4239044,23.21999931,1232.361694,106.2054062,-20,40.38486481,83.25426483,0.190819353
125.5610806,23.21999931,1145.6163,105.5999985,-20,40.76303864,83.20281982,0.136421905
124.9714512,23.21999931,1139.189941,105.1342773,-20,40.99075317,83.11995697,0.071084628
123.778606,23.21999931,1121.672875,104.9970154,-20,41.1257019,82.99893188,0.033520762
119.3780314,23.21999931,1047.476807,104.9790497,-20,41.27624512,82.89965057,0.001500475
117.986145,23.21999931,1046.691162,104.5754318,-20,41.32820892,82.69946289,-0.017257669
116.3919296,23.21999931,1027.621555,104.5274497,-20,41.32781219,82.50558472,-0.023816176
105.0948029,23.21999931,1031.026231,105.9843778,33.04864458,41.24923706,82.25543213,-0.051380196
174.561676,8.088319778,1066.543335,119.353775,88.10996246,41.1307712,82.05087101,-0.050791215
227.6024475,3.506116867,1115.926025,149.0346375,120.0287552,39.96030426,81.87635803,0.324171403
239.44824,3.28599,1151.318625,171.9709296,64.98406287,38.74162292,81.66381836,21.01737261
170.6534271,10.1633749,1173.054932,138.8046722,58.4849968,37.68775177,81.43136597,26.28824635
189.8766296,5.7886343,1213.678101,138.5097351,91.04803467,37.43717957,81.21903229,14.83952
227.6093238,4.157290936,1258.705933,154.7317352,92.71433258,37.42369934,81.13442203,9.304234903
249.3488148,5.277960777,1309.45752,164.3252411,118.1174469,37.23514557,81.00354767,52.03462868
333.2125549,2.52451086,1387.586649,202.7955777,136.5655642,37.12197113,80.97555542,28.71941224
350.1903767,3.129051924,1453.807027,215.775278,136.4107338,37.1804657,80.96243286,28.29362761
373.3947144,3.652708292,1523.661999,222.7395731,136.3654372,37.46511078,80.99581909,34.03265934
334.1651001,5.802930333,1568.622118,208.9998285,98.39094391,37.85534668,81.17614746,22.79149494
220.5205843,9.062049357,1568.324843,140.5371892,69.66977477,37.84412003,81.29641724,15.25079259
266.2705688,7.24795592,1603.192591,152.0458172,77.33595915,37.4771347,81.59924316,8.512957924
299.9701212,6.765551613,1637.668885,167.2327238,84.07160133,37.66044998,81.92448425,12.03028747
212.6678467,9.474999039,1646.148008,138.8402013,45.11486707,37.81734085,82.29275513,15.79245116
261.441813,7.991042349,1664.789234,143.6324187,56.5032655,37.61740875,82.65048981,9.75731409
195.5259442,9.910253525,1670.685896,119.5760898,41.24154989,37.70541,82.98525238,7.376867833
144.6695005,15.11176014,1660.231176,93.69926511,28.65430803,37.67569351,83.40244293,13.91743382
177.2793725,12.73931313,1660.318815,103.6037509,37.7828682,37.70469284,83.69334412,9.816024876
199.0504616,10.62111885,1671.777545,114.757286,45.18302913,37.69210434,84.0029068,2.613798684
189.0575069,10.47011727,1682.076799,114.0192155,41.34007941,37.56005859,84.2228241,3.495565769
181.8607618,11.81726851,1680.120669,108.170736,35.42485185,37.54869998,84.35873228,8.585410093
174.8822927,12.32884814,1677.206196,103.3637202,33.68924678,37.5763855,84.50476074,8.563470837
173.9906896,12.68344212,1678.948667,101.5092925,31.64111055,37.5618515,84.48980713,5.623827027
171.6461645,12.90763283,1677.905653,100.0438163,30.91264149,37.50222015,84.31309509,4.044450234
170.4008636,12.9751339,1670.607617,99.47766548,30.74576146,37.43255997,84.16160583,3.43585299
169.1308186,12.96379324,1668.566713,99.16402672,30.62044811,37.40832544,83.91361487,3.363720525
124.4298879,19.92273295,1637.902214,96.01496364,-17.21638903,37.65171814,83.59734344,2.897263483
146.527739,20.21962929,1600.09673,87.25085369,5.666958842,38.96472549,83.21946716,2.566990419
118.9667363,21.93158531,1600.925422,94.00978942,-13.02217739,39.56355286,82.81332397,0.885465569
119.7882614,23.21999931,1576.03888,93.40012415,2.737272831,40.79940033,82.52172852,0.991457018
158.6080587,20.26700783,1584.011963,93.80215454,33.15667725,41.68707275,82.2442627,0.633941964
157.4909923,12.6500473,1578.649233,95.82020569,31.32406643,40.84643936,82.04892731,0.142673945
157.6921592,12.77330685,1577.442476,95.88768753,31.3174293,39.59840393,81.80436707,1.56378741
156.4629951,12.66098595,1576.555921,95.63822058,31.32099549,38.73423386,81.6991806,3.099551473
155.3102279,12.73931313,1571.385962,94.7841399,26.80282503,38.12095261,81.56916046,2.7733
116.7179864,19.08956337,1539.493474,95.24320282,-13.47263028,38.09968185,81.59555054,2.559302626
109.3551686,22.90349388,1523.790039,86.05595398,8.273114204,39.24459413,81.54877554,2.28561843
104.2226563,20.17226219,1515.389883,81.66281128,9.914946517,40.1818924,81.65100098,1.233440017
106.9298172,18.96067047,1502.148642,82.78120887,13.03667866,40.74694824,81.78668213,0.44283833
141.1150747,17.08746719,1502.817686,92.07264415,32.19682133,40.84927368,81.84362793,0.90072255
158.2339129,10.53768826,1509.244153,98.68016182,33.83010556,39.94898224,81.90878296,1.67439039
144.4135107,11.3458147,1511.002415,93.03796592,32.29939067,39.01878329,82.07148867,1.726380309
143.5346375,11.6232872,1510.098755,92.63790131,31.79610152,38.37723923,82.20526123,8.79844892
142.2243195,11.57871819,1512.344681,92.41765279,31.72201102,37.88098907,82.31290436,5.250842441
138.1521903,11.61185837,1503.569755,89.81840816,15.02761365,37.52223206,82.44963837,4.512297498
112.8539581,17.88767815,1482.391785,94.04113107,-20,37.7205658,82.60668182,4.458413234
106.1667446,22.74702644,1312.396727,92.82044145,-20,39.00543213,82.71525574,3.371637076
98.78932566,23.21999931,1261.524536,91.79963684,-20,40.07927322,82.83242035,2.309683204
92.82844543,23.21999931,1173.066284,91.34944916,-20,41.03058243,82.94983673,1.084673256
86.85954403,23.21999931,1083.333444,92.37022331,-20,41.60673523,82.99068451,0.574818594
81.64632044,23.21999931,1004.542685,92.94458552,-20,41.98583984,83.06402588,0.29129175
81.89833832,23.21999931,1000.525269,92.54475403,-20,42.29655075,83.08078003,0.049251946
51.16776597,23.21999931,694.0872485,87.83649992,15.86337131,42.43367872,83.09454764,-0.000240132
56.87607283,22.18870273,698.7057372,88.21382489,13.12809761,42.29750824,83.06251526,-0.036158306
56.35547256,19.877491,698.7224731,87.85667419,13.30830193,41.95316315,82.96662903,-0.055879165
56.0942421,18.6335392,698.9625854,87.74800873,13.26550865,41.74956512,82.99863434,-0.019839234
56.18253326,18.06166077,701.1794111,87.64582485,11.95030602,41.60107803,82.91477203,0.362659238
160.9787539,16.56852341,1074.98938,104.7772446,70.72930908,41.4608766,82.86190147,1.728221477
240.2845003,5.72455883,1284.724617,140.0473383,98.89616585,40.46257019,82.79551697,3.4922848
365.523343,4.199515343,1616.65036,195.6436787,114.5721785,39.06031799,82.64396667,68.09585012
228.175677,10.43849087,1734.405651,148.4608461,47.58103689,38.7220726,82.45649719,31.88718445
286.554285,8.675055504,1862.502067,145.8869248,69.09008273,37.9668541,82.08140564,14.35836657
356.6643955,8.012578964,2034.162194,170.7659789,74.78529257,37.60808945,81.80957031,13.19980849
273.5322488,12.71684647,2086.983069,142.2608163,49.36819437,37.60165405,81.50257874,13.17205358
371.5729107,10.10853004,2214.110879,170.6631658,66.5901566,37.54006195,81.31771851,11.31782714
374.9168413,13.26743317,2286.841864,175.8797643,50.21174764,38.66714096,81.25867462,8.457161614
384.9836242,13.80858612,2354.317323,174.9055615,47.57074601,39.59705353,81.30671692,8.176845101
357.1840188,20.85937691,2253.713908,142.1881771,-20,40.33609009,81.49266052,5.446635725
131.9705739,23.2045269,1679.277417,94.37457603,-20,39.43652755,81.72264772,4.198459433
86.2461853,23.21999931,1199.929447,88.88771691,-20,39.50792694,81.97310638,2.807809771
62.70608902,23.21999931,779.5193481,91.42706299,23.91220093,41.1855545,82.25473022,2.179535179
62.74363708,20.98999214,794.4230957,87.17363739,17.03040695,42.10071564,82.59049988,0.876294712
62.09452057,17.82913208,798.0474243,86.97183228,15.93023872,42.04256439,82.89642334,0.373679761
63.0795665,16.45313263,800.0213013,87.39096069,15.23065376,41.92917965,83.1909778,0.171315356
127.8716421,15.20466232,1048.742733,94.27438278,61.1353621,41.73088837,83.36719513,1.099135863
230.2907265,6.515289783,1283.678681,134.7848572,94.32659199,40.51326752,83.59519196,4.340112307
380.3463025,4.220631599,1633.341542,193.6293993,131.1741899,39.50556946,83.80513,18.08974198
530.2416522,5.501349449,2043.857936,250.6735492,133.395517,39.03246307,83.9662323,20.13371428
174.2666325,15.1472168,1993.484369,112.9873161,31.86346606,38.75688553,83.93611145,10.22115977
314.1969268,10.72550964,2155.26437,148.4231833,97.17218589,38.39374542,83.77073669,10.80407607
601.7646132,6.60122776,2497.575735,246.155405,113.8840615,39.19926453,83.53108215,3.841636114
546.7201559,10.47192669,2642.061401,224.4543756,74.97668473,40.59298706,83.33750916,25.17714318
497.2152097,13.58294773,2715.330321,205.425923,51.24875865,42.60578918,83.15412903,13.64895235
446.0715178,15.15893745,2752.211735,188.0448769,40.1952137,44.20669937,83.10128784,8.487911739
389.9121483,23.21999931,1901.323616,145.6013301,77.96707638,44.71476252,83.19612543,8.315854411
324.9045005,10.29520321,1823.615405,179.1434452,72.95736791,44.09185791,83.43792725,7.244826443
545.5918094,4.505218506,1989.616879,241.4302031,136.5980816,43.84551239,83.76365662,5.364455815
502.9063141,5.863153934,2042.208953,238.9741949,57.00570347,44.02445602,84.12415314,8.161592972
310.5742803,11.17937088,2081.149344,158.0377151,57.19538322,44.15460968,84.50295258,10.98885388
338.5621042,10.84707642,2125.732781,166.2098975,62.24933847,44.60145894,84.90814328,7.929518228
381.9226663,9.987609863,2178.431245,182.1784446,68.10757722,45.68789673,85.1557312,8.105929688
403.466129,11.13494301,2228.26311,190.3741321,65.97073957,47.08267212,85.40309143,7.854780979
389.1085795,12.62759399,2258.398481,185.4682067,53.80584258,48.02837372,85.49459839,6.92927616
380.9320397,13.06518459,2287.901863,179.5947097,52.43325438,48.66685867,85.53781128,5.277572056
377.3930828,13.33510876,2309.795164,178.5326719,45.01409402,49.04929943,85.36096055,4.096695621
350.8217494,15.09038067,2322.775276,166.211875,42.0907874,49.2513504,85.24311829,4.108870663
406.9208853,12.61608315,2351.340284,179.2803265,56.53963261,49.4012146,84.9662323,3.451831407
486.9942134,11.19019413,2412.335836,207.2126051,68.30181562,49.66897964,84.70778656,3.663989892
462.6904842,13.19979286,2433.414633,202.2640531,51.38762931,49.78242493,84.54675293,4.350820506
428.137502,14.27201653,2450.190536,188.0336943,46.77477607,50.20111847,84.39854431,3.608117929
341.8772005,23.21999931,1977.100155,141.7289656,-20,50.76981735,84.43014526,2.866677795
227.8232969,12.57176971,1677.05896,139.1197647,45.07014034,49.64001846,84.37678528,2.719476202
231.0656421,11.66787243,1684.650064,139.9335854,46.80068702,49.34255981,84.48930359,0.75052254
241.650276,11.37890053,1693.310991,143.1646989,47.19177194,49.17585754,84.65648651,8.203114708
247.3845956,11.76795197,1707.128932,145.1035906,47.5194903,48.99290085,84.78652954,7.696628802
250.3794513,11.90131378,1716.590698,146.1317596,41.96010208,48.71914315,84.79479156,7.253424393
225.2530095,13.77433872,1719.911418,137.3263067,36.36769288,48.44195557,84.70165253,6.04953844
221.3232615,13.49256325,1718.73399,133.8453013,34.54249807,48.16456604,84.42498779,5.121684565
194.207568,15.87876129,1694.935994,125.0697631,8.765065143,47.95898438,84.09011841,3.779891091
184.9005295,22.65063667,1680.470034,113.3214034,8.4302086,47.78754425,83.72374725,4.276844947
179.7972416,16.07389069,1686.742356,116.7190315,24.30586229,47.76323266,83.34283484,2.963080208
180.369339,17.0761776,1675.124497,116.3741881,14.25378196,47.66400909,83.11448669,0.745821209
196.6084574,14.15907001,1680.85883,120.5417921,33.13232906,47.39108658,82.80511475,3.27618464
207.469621,13.58294773,1681.260986,126.5100937,33.0434227,47.16897583,82.58960724,2.74931548
203.9463973,14.21553326,1687.985973,127.015619,30.40242259,46.8295517,82.49279022,5.135334651
199.9871707,14.63534069,1690.350364,125.3711683,28.70387064,46.59605408,82.36268616,4.872225059
198.1211921,14.68089485,1687.503158,124.1410018,28.83602454,46.42912674,82.32221985,3.98202239
190.0662327,15.56981468,1677.278115,121.3662498,20.65681231,46.1939621,82.35643005,3.921861706
183.0313636,21.16840172,1655.044416,112.4590253,-0.073065219,45.88199234,82.50160217,3.775945498
177.5892181,23.21999931,1631.054184,110.0288826,-20,45.69055939,82.56362915,3.116988151
174.0326174,23.21999931,1612.839992,109.2353332,-4.349989058,45.56496429,82.72090149,0.973883799
167.2037354,20.29070473,1620.23812,112.9996452,28.58584634,45.48713652,82.86478958,0.18881779
190.6147997,13.72907734,1619.587133,120.6185978,33.61042245,45.59176254,82.9881134,0.168768136
201.010559,13.59395981,1632.009033,125.0974579,34.00953293,45.34210968,83.06651306,2.047028049
204.1154327,13.69543076,1627.435946,126.3736962,34.25751802,44.8937912,83.13571167,4.949098909
204.5085476,13.60497284,1638.560735,126.8243198,34.52787392,44.50167084,83.25856018,4.73513477
205.5631104,13.60497284,1637.244333,127.404001,36.13064186,44.18771602,83.32609735,4.27951816
204.5742314,13.76331329,1640.621704,127.5812073,33.16054153,43.91137695,83.35016632,4.232442094
202.0955994,13.7859478,1650.163664,126.2651095,33.07603231,43.7446022,83.38931274,4.260426539
201.4675226,13.79697609,1644.745752,125.9690217,33.09907254,43.59194946,83.3493576,3.977392974
195.6613902,14.17012787,1649.02087,124.9334488,29.38840262,43.44022369,83.39997864,4.101856237
194.7120986,14.02295876,1654.411908,123.9444376,31.20775994,43.37453079,83.40299225,4.443597096
200.1919231,13.7406826,1646.761265,124.7753802,32.74182956,43.34601974,83.40370178,3.839844151
200.0104683,13.69543076,1657.435669,125.4389648,32.89380646,43.24409866,83.35494995,4.17063738
200.8488833,13.7406826,1655.794069,125.7919966,32.85471051,43.13277817,83.26913452,4.526199201
199.739013,13.85329247,1652.72622,125.5631714,32.64748543,43.05289459,83.27655792,4.109256025
200.2959873,13.7859478,1660.646073,125.5071859,32.54316038,42.90740967,83.15808105,4.333398007
200.9868645,13.7406826,1659.434638,125.621578,33.13613374,42.85624645,83.12107421,4.313629035
204.3576508,13.57135773,1658.630411,126.3460853,37.09992127,42.78396225,83.04647827,4.459449974
223.2875061,12.32571507,1670.657593,132.0626286,41.68325094,42.5431366,82.99171448,4.525302377
231.2748479,12.19137287,1681.89484,136.2433663,43.84918072,42.27244568,82.9510498,4.866681708
235.8634158,12.19137287,1682.803203,138.8700456,43.8129674,41.96367645,82.86676025,5.380793458
237.1803266,12.42626953,1690.16736,139.4411316,43.65838283,41.71816998,82.81880121,5.633385344
244.0991617,11.92364788,1703.821605,141.2015226,45.86890694,41.54576874,82.79307556,5.912108589
238.6020318,12.78425598,1712.304321,140.6053925,41.41566086,41.30885315,82.72967529,5.204281285
238.7380564,12.51539326,1720.501284,139.6556121,44.26263705,41.1427002,82.70739746,5.939986683
239.696746,12.33662891,1723.98495,140.2999006,37.08610456,41.09645844,82.74511719,4.650328333
219.6421254,14.07994652,1723.425951,133.0742816,33.77300869,41.20935059,82.76552582,5.623842325
216.5097108,13.57135773,1724.534127,130.701416,35.27829899,41.29234314,82.83448029,5.11149323
219.7854002,13.6844101,1727.974478,130.7717383,34.92424173,41.3764801,82.81235504,3.855659224
215.9252777,13.88755703,1731.254968,130.0749997,33.76850733,41.52071762,82.88240814,4.279714774
217.4261999,13.60497284,1735.272758,129.9763009,36.25897185,41.55069351,82.94416809,4.322918385
227.4570967,13.2113533,1743.373344,132.9651639,39.44207337,41.52187729,82.9681778,4.168568385
237.50272,12.99764061,1750.615743,136.3430231,40.66157493,41.38487036,83.02400959,4.450331267
233.0280275,13.62758255,1752.472558,135.8631444,34.68662911,41.26609039,83.10889435,4.633675573
220.9417391,14.21553326,1754.54842,131.9549913,32.21504716,41.16081238,83.1625061,4.820985635
206.6531306,15.03356552,1745.182269,126.5010073,11.28498215,41.15177155,83.20600128,3.992340469
192.892957,21.91929054,1728.704538,115.0276421,7.416942443,41.08167267,83.19085693,3.944304591
183.2408721,21.40642738,1710.702564,112.8009718,8.011916992,40.98137884,83.24649561,3.094619075
185.5425896,22.44632721,1684.388352,110.1483612,-20,40.81970978,83.22883606,1.404080525
171.6468094,22.29035568,1715.610439,112.2961202,26.48882483,40.86686707,83.23464966,1.469993999
182.3268615,16.66031265,1676.263047,115.9215941,15.56552814,41.08552551,83.22190857,0.600487545
176.2466583,17.29557419,1674.664932,115.40654,19.36581799,41.05795288,83.18335724,1.282000946
185.789575,16.15414429,1677.125366,117.2425842,35.8430481,41.1115303,83.10688782,2.760224848
213.412875,13.2113533,1676.511201,126.7935149,35.17787239,41.15777588,83.02348328,2.441419509
215.0966393,13.66179276,1681.04895,128.8075562,34.68555832,40.96493912,82.9341507,3.954267756
260.4307655,10.11927128,1714.686207,140.4975668,71.91919929,40.72236633,82.8444519,5.052083001
341.2795163,8.489998817,1748.565725,175.6946216,76.82957997,40.30486298,82.79997253,3.956590035
343.2810646,10.79195976,1772.212293,180.1269916,69.62639114,39.5189209,82.66877747,10.09796618
343.3107953,10.82491398,1794.155882,179.9548221,69.15428174,39.08080172,82.63422764,7.853942167
322.8131409,11.40115166,1801.096202,175.1114266,48.54144858,38.7954483,82.60516357,4.511020312
228.6416448,16.47620583,1780.263086,139.8114263,16.34475172,38.89087677,82.61647034,3.594171482
214.5315961,22.81874657,1753.992601,116.7331008,-20,39.17966461,82.66867065,2.683005719
199.3900909,23.21999931,1732.04661,112.5692814,-12.0648267,39.60844803,82.72134399,2.044035732
190.3527628,23.21999931,1712.855007,110.8767647,-12.15511085,39.99607382,82.82722964,0.426651512
176.5013092,20.87096977,1696.271198,112.135502,10.67875424,40.33076477,82.89650726,0.137615386
174.8032837,20.19594383,1678.222016,111.6309613,8.650733323,40.28160858,82.99155426,0.100528033
173.5448383,21.23934174,1658.57304,110.3211393,5.042007629,40.16794586,83.00919342,1.104853686
170.8193053,22.00289726,1650.601618,109.7216786,4.113914564,40.09229279,83.04150391,1.573811613
172.2044586,18.16699219,1645.669183,113.4837953,21.4692984,40.23357634,83.01033238,1.257875036
171.3131426,18.43485832,1619.214722,111.2505341,-11.56624889,40.55294037,83.02749634,0.761819866
172.8922424,23.16856766,1501.72814,109.2615932,-20,40.59104156,83.01764679,2.540199755
142.7729184,23.21999931,1285.594849,107.7577438,-20,40.74583054,82.92784119,1.743516479
148.2323339,23.21999931,1391.623731,106.4868544,-20,41.08795166,82.85243225,0.155499208
146.2864241,23.21999931,1380.901138,106.524728,-20,41.28495026,82.83624268,0.005052902
142.4901512,23.21999931,1369.714194,106.9130084,11.38669039,41.4101181,82.81678772,0.029716851
162.4265747,14.86267567,1377.691532,113.0263535,39.64464978,41.58109665,82.69268036,0.033269999
221.1703779,7.882914066,1408.235718,131.5397034,69.14624786,41.34566879,82.60858154,0.146077708
227.8357239,9.866794586,1427.187955,144.2038675,45.72653637,40.44913864,82.49788666,9.106274007
213.6408838,11.65643787,1442.873856,136.3229445,52.86102806,39.58781052,82.35507965,22.19206909
219.837204,10.93576145,1460.564697,138.3544922,53.45650864,39.09691901,82.28711284,7.155755068
196.7835087,13.8422575,1467.326635,131.7083858,36.69523872,38.75862122,82.2003479,5.608272946
195.6303741,12.50446415,1476.672955,128.3698275,36.79665059,38.6346817,82.11734009,6.932744724
187.2654679,13.12120724,1480.389419,125.1661815,31.00399538,38.60878754,82.08827209,4.757493759
161.5744927,20.65758896,1452.211645,110.9346966,-20,38.7677002,81.99020386,5.486335483
153.0641811,23.21999931,1391.796062,108.1012083,-20,39.24781327,82.02602183,5.08604184
133.6222839,23.21999931,1227.824611,106.8183079,-20,39.63906097,82.00769043,1.14493633
123.2124023,23.21999931,1072.366821,105.8949432,-20,40.24326324,82.0655365,0.796585817
112.6843719,23.21999931,767.4793091,105.0411377,-20,40.67609406,82.08485413,0.867814907
81.36281344,22.53023529,699.6920776,104.6530457,10.95886326,40.08851624,82.08772278,0.312933439
77.78840637,21.06084251,699.3169556,103.3646088,11.16541958,39.93295288,82.09859467,0.17426456
76.25653839,20.21962929,700.1207886,102.8833847,10.61006927,40.02987671,82.19076538,0.082356086
75.92090069,19.877491,699.8307212,102.6917693,10.87346967,40.31159973,82.21020508,0.092377862
76.30133057,19.83044584,698.7010591,102.6428868,11.77167554,40.49129486,82.29563904,0.362150205
76.89457703,19.62989044,714.3452148,102.6970978,49.02602005,40.64492798,82.34387207,0.777452847
176.0789185,9.515677452,1108.831787,117.4754333,79.79224396,40.47457886,82.40981293,1.276581639
284.9516398,4.230920792,1402.686007,161.465484,119.2822724,39.55173595,82.39988666,9.546289799
464.9541948,4.125902653,1780.945671,219.5305371,138.511756,38.76396942,82.38059998,33.40789137
544.0696155,6.119351387,2136.685171,248.3651784,127.9119478,38.27586746,82.30789185,20.08881959
574.9561601,7.041129589,2426.585367,243.6315569,115.3946133,38.24665833,82.16885376,11.84359577
317.1237559,23.05950737,1752.588331,145.443063,15.13815822,38.69771957,81.96866608,10.85627812
357.7468567,3.610654831,1570.145383,188.3384066,129.0458849,38.29956546,81.92295469,9.923075581
443.2630829,4.790402412,1725.490404,239.1202397,137.9455972,38.50918579,81.98632813,5.421562765
495.8123542,5.363121986,1876.04034,250.1990631,140.5447742,39.00862885,82.18247223,27.37863529
530.328329,5.799043179,2004.289056,251.4926331,135.7401722,39.25368881,82.46060944,13.8439056
540.7650305,6.012864113,2139.084347,249.1269492,127.7846015,39.45257568,82.79475403,10.25392661
542.5682474,6.751198292,2240.647691,245.6650475,111.0952046,39.97134399,83.25141907,10.30184201
332.68871,16.15414429,2207.112846,185.8714078,31.30564051,41.02835846,83.62016296,9.164145726
358.4654724,12.94166851,2241.349998,169.7178246,52.12224388,41.67426682,84.08453369,7.017401493
386.690228,13.00860786,2273.052318,177.7748225,58.60817581,42.95724487,84.61304474,4.286535302
501.1534225,10.11927128,2335.808346,214.0624237,63.44896452,44.27376556,85.13526917,5.513462313
455.5056474,13.00860786,2373.896236,197.8689161,60.56856546,45.21234894,85.66246033,4.710215491
451.9964649,13.04266644,2402.936763,196.7623943,52.59220569,46.12089469,85.95290512,3.873454289
363.6983157,16.20019341,2394.06929,170.4593508,35.3209492,46.8463707,86.35029602,2.90079479
352.0810699,15.91352367,2399.25022,162.7230617,34.83871205,47.09317017,86.57524109,3.423738507
345.8631506,16.10870171,2398.390132,160.0591438,30.6458169,47.21266174,86.63272095,3.016504142
328.4999797,16.77587318,2394.357304,153.4303637,28.0770704,47.26224518,86.43557739,3.582683251
345.5608478,16.34965706,2408.614769,155.2747788,41.83881261,47.04285027,86.10788938,3.323167881
367.355705,15.90174007,2411.735374,163.4744773,37.43747822,47.15753174,85.77068329,3.30503689
383.8107841,15.61567307,2423.56935,167.5441974,40.15313632,47.45654297,85.15788269,3.738674521
415.8414406,14.74867153,2450.703387,175.3381106,55.66182144,47.78090668,84.63378906,3.324084227
540.7663367,12.48203468,2509.519283,208.1026092,71.85705821,47.85852051,84.15222168,3.101831035
555.832682,13.15471649,2554.455091,215.4557868,68.46203448,47.41217804,83.88101196,2.544259849
460.1006231,16.02788544,2544.085901,198.6718892,31.40032614,47.19652176,83.76264954,2.432112727
380.3518303,17.19148254,2542.184766,167.3204662,32.15308437,47.43379593,83.80895996,2.066006152
379.0405527,16.76401711,2541.46226,163.7381911,32.30808024,47.8649826,83.9673996,2.734882998
378.2764,16.71837807,2542.493373,163.2097226,32.27565168,48.36180115,84.22422028,2.920966972
377.2232329,16.71837807,2542.350953,162.9126129,32.27173884,48.82531738,84.55797577,2.94198682
372.7585948,16.77587318,2539.847394,162.2520409,30.9947684,48.99128161,84.87581519,3.035112043
369.8155221,16.89093208,2536.04174,161.3190897,31.05456869,49.08105469,85.23557281,3.124269167
370.8342716,16.86838913,2533.034192,161.0361573,31.16520493,49.14068985,85.605896,2.908559989
369.4132795,16.85652351,2532.456674,160.9034285,31.23133169,49.20697784,85.94470215,3.053224903
370.9939476,16.75275421,2531.69525,160.9587984,31.28583909,49.27561188,86.20869446,3.078713943
376.6242679,16.82212448,2530.815516,161.8126692,32.41687566,49.41583391,86.36193472,2.978663014
454.3522652,14.38563633,2578.593696,176.331605,73.95948183,49.52074814,86.28160858,3.080787652
420.5081217,16.34965706,2444.680159,181.1221519,-4.820965781,49.4935379,86.25907898,3.037875969
